username,trust_score_pcc,trust_score_pr,trust_score,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,scam,age,gender,location,ethnicity,occupation,marital_status,children,religion,sexual_orientation,sex,description,age_bin,description_set,description_stem,description_stem_set
jannetje1972,0.00022412019015903136,0.00017755257840664995,0.00020083638428284066,29392.0,29392.0,29392.0,0.0,51.0,male,"mexico city, cdmx, mexico",white,it - sytem administrator,married,no children,spiritual,straight,male,204cm tall dutch it guy that moved to mexico city to get married to janet (a other dnm member),51-60,"{'204cm', 'member', 'dutch', 'dnm', 'mexico', 'city', 'guy', 'married', 'janet', 'get', 'tall', 'moved'}",204cm tall dutch guy move mexico citi get marri janet dnm member,"{'204cm', 'marri', 'dutch', 'member', 'dnm', 'mexico', 'citi', 'move', 'guy', 'janet', 'get', 'tall'}"
swflcj,8.073844061536476e-05,0.00032083385875401204,0.00020078614968468842,20586.0,20586.0,20586.0,0.0,60.0,female,"naples, fl, usa",white,nutrition services,widowed,1-2 living with me,christian,straight,female,,61-70,,,
stevensen80,0.0001275785280998268,0.00027319504542633837,0.00020038678676308257,7036.0,7036.0,7036.0,0.0,43.0,male,"87700 memmingen, germany",white,,divorced,no children,atheist,straight,male,"are here a women for life who wants grow old with me ?
the last women in my life..",41-50,"{'grow', 'old', 'women', 'life', 'wants', 'last'}",women life want grow old last women life,"{'old', 'grow', 'women', 'life', 'want', 'last'}"
user_45875,0.0001204335295237104,0.0002800339806406401,0.00020023375508217524,35193.0,35194.0,35194.0,0.0,40.0,female,"punta del este, departamento de maldonado, uruguay",white,,divorced,no children,spiritual,straight,female,,41-50,,,
dragongod1973,5.921824913024765e-05,0.0003400220494710698,0.00019962014930065874,8446.0,8446.0,8446.0,0.0,49.0,male,"worms, germany",white,,single,no children,christian,straight,male,,41-50,,,
colinh,0.00017195426779095793,0.00022727509225240925,0.00019961468002168358,25652.0,25652.0,25652.0,0.0,54.0,male,"napier, new zealand",white,,single,1-2 living with me,other,straight,male,,51-60,,,
lazeta,0.00017195426779095793,0.00022727509225240925,0.00019961468002168358,27263.0,27263.0,27263.0,0.0,46.0,male,"07100 sassari, province of sassari, italy",white,,single,no children,atheist,straight,male,,41-50,,,
jim52,0.00017195426779095793,0.00022727509225240925,0.00019961468002168358,,,,,,,,,,,,,,,,,,,
tanyatanya63,9.414803449260945e-05,0.0003044159938416736,0.00019928201416714153,7613.0,7613.0,7613.0,0.0,60.0,female,"kharkiv, kharkiv oblast, ukraine",white,,divorced,1-2 living elsewhere,christian,straight,female,,61-70,,,
lindap,0.00020523520139580139,0.00019283818565191127,0.00019903669352385633,,,,,,,,,,,,,,,,,,,
leezy,0.00014131711517890278,0.0002560284234849111,0.00019867276933190693,38325.0,38326.0,38326.0,0.0,57.0,male,"birmingham, uk",white,hgv driver,single,no children,atheist,straight,male,"i have never been a smoker, having always been totally disgusted by it. so i could never date a smoker. i don't normally drink either, however i will drink to be sociable but i can easily live without it. (i prefer a good mug of tea!)

i'm a very good listener, easily approachable and i can be quite romantic too. i find it quite easy to talk to strangers and i enjoy getting to know new people. however, one of my major downfalls is that i'm a very trusting person and although that is considered a good thing, it can (and has) led to me being let down many times in the past. i try not to let that change me though, as i do generally believe most people are good.

i'm always being told i'm a really nice chap and that i'm wasted being on my own, but unfortunately i am always overlooked as i don't look like brad pitt! it's a sad fact of life that if you aren't good-looking then you've got to be very very lucky or very very rich to find someone interested in you and as i don't fall in to any of those categories i can't really see much changing. :'(

i have always enjoyed walking out in the countryside or along the coast (usually listening to my music) and i really enjoy travelling around finding new places to see. i currently own a small campervan and having joined the national trust as well as the camping & caravanning club i like to get out and about (mainly in the summer) visiting new places.

i like learning about our history and can spend many hours watching informative historical tv programmes. i also enjoy comedies as well. my favourite tv shows are qi, red dwarf, blackadder, fawlty towers and rising damp. ever since i was a child i've always loved laurel & hardy and now have all of their films & shorts on dvd. i really like stephen fry & ricky gervais as well as lots of other great stand-up comedians like billy connolly, eddie izzard, peter kay, jimmy carr, lee evans, dara o'briain, frank skinner etc.

i love listening to music and have a very eclectic taste. my vast music collection contains stuff ranging from beethoven to phil harris (who? lol) to nirvana! but, i would say that my real favourites are coldplay, u2, green day, abba and glen campbell. see what i mean by eclectic!? lol

my main hobbies which i take part in from time to time are amateur radio, photography, astronomy and gaming (my current favourite games are civilization and cities skylines).

i'm also interested in learing new languages (well, i try to! lol) i think i can now get by in french and i'm interested in moving on to learning some spanish, russian & even japanese!

the first thing i will do if i win the lottery is to buy a nice big motorhome and explore all the countries in europe (in style & comfort!) then travel around all the states in the usa afterwards. i could quite easily spend many years doing just that. it's always been my dream. anyone fancy joining me?",51-60,"{'watching', 'countryside', 'talk', 'categories', 'dwarf', 'games', 'skinner', 'favourites', 'great', 'phil', 'travel', 'glen', 'fancy', 'love', 'enjoyed', 'stephen', 'u2', 'history', 'easily', 'even', 'without', 'one', 'contains', 'told', 'informative', 'kay', 'drink', 'get', 'hardy', 'evans', 'dream', 'comedians', 'enjoy', 'usa', 'lol', 'm', 'nirvana', 'loved', 'brad', 'states', 'izzard', 'person', 'countries', 'ca', 'damp', 'strangers', 'major', 'change', 'could', 'trusting', 'romantic', 'got', 'national', 'mean', 'spanish', 'getting', 'goodlooking', 'programmes', 'considered', 'years', 'listener', 'pitt', 'club', 'also', 'sad', 'changing', 'learning', 'visiting', 'historical', 'joining', 'always', 'generally', 'cities', 'really', 'lucky', 'overlooked', 'dara', 'look', 'life', 'lee', 'coldplay', 'trust', 'favourite', 'since', 'day', 'many', 'spend', 'qi', 'totally', 'style', 'take', 'places', 'fall', 'joined', 'finding', 'see', 'although', 'abba', 'real', 'eclectic', 'campervan', 'think', 'led', 'stuff', 'live', 'wasted', 'amateur', 'explore', 'japanese', 'music', 'eddie', 'either', 'carr', 'main', 'films', 'small', 'photography', 'taste', 'easy', 'obriain', 'tv', 'laurel', 'along', 'people', 'around', 'green', 'tea', 'campbell', 'ever', 'rich', 'etc', 'skylines', 'mug', 'let', 'connolly', 'french', 'nice', 'gervais', 'believe', 'ranging', 'red', 'shows', 'time', 'unfortunately', 'lots', 'say', 'jimmy', 'good', 'astronomy', 'gaming', 'quite', 'fawlty', 'approachable', 'though', 'prefer', 'thing', 'rising', 'listening', 'civilization', 'languages', 'comedies', 'harris', 'shorts', 'find', 'try', 'child', 'big', 'nt', 'buy', 'chap', 'dvd', 'frank', 'towers', 'past', 'learing', 'new', 'current', 'fact', 'summer', 'beethoven', 'blackadder', 'caravanning', 'sociable', 'times', 'fry', 'would', 'anyone', 'downfalls', 'moving', 'part', 'russian', 'interested', 'motorhome', 'coast', 'hobbies', 'radio', 'europe', 's', 'standup', 'first', 've', 'win', 'know', 'walking', 'billy', 'afterwards', 'disgusted', 'like', 'well', 'ricky', 'usually', 'hours', 'travelling', 'currently', 'never', 'date', 'lottery', 'collection', 'comfort', 'much', 'camping', 'someone', 'peter', 'normally', 'however', 'vast', 'mainly', 'smoker'}",never smoker alway total disgust could never date smoker nt normal drink either howev drink sociabl easili live without prefer good mug tea m good listen easili approach quit romant find quit easi talk stranger enjoy get know new peopl howev one major downfal m trust person although consid good thing led let mani time past tri let chang though gener believ peopl good m alway told m realli nice chap m wast unfortun alway overlook nt look like brad pitt s sad fact life nt goodlook ve got lucki rich find someon interest nt fall categori ca nt realli see much chang alway enjoy walk countrysid along coast usual listen music realli enjoy travel around find new place see current small campervan join nation trust well camp caravan club like get mainli summer visit new place like learn histori spend mani hour watch inform histor tv programm also enjoy comedi well favourit tv show qi red dwarf blackadd fawlti tower rise damp ever sinc child ve alway love laurel hardi film short dvd realli like stephen fri ricki gervai well lot great standup comedian like billi connolli eddi izzard peter kay jimmi carr lee evan dara obriain frank skinner etc love listen music eclect tast vast music collect contain stuff rang beethoven phil harri lol nirvana would say real favourit coldplay u2 green day abba glen campbel see mean eclect lol main hobbi take part time time amateur radio photographi astronomi game current favourit game civil citi skylin m also interest lear new languag well tri lol think get french m interest move learn spanish russian even japanes first thing win lotteri buy nice big motorhom explor countri europ style comfort travel around state usa afterward could quit easili spend mani year s alway dream anyon fanci join,"{'fri', 'talk', 'dwarf', 'fawlti', 'lucki', 'skinner', 'gener', 'join', 'great', 'phil', 'countrysid', 'travel', 'tower', 'normal', 'glen', 'love', 'learn', 'stephen', 'u2', 'languag', 'even', 'without', 'one', 'told', 'lear', 'kay', 'place', 'drink', 'get', 'dream', 'enjoy', 'comedi', 'usa', 'lol', 'quit', 'year', 'm', 'nirvana', 'brad', 'izzard', 'japanes', 'billi', 'person', 'ca', 'consid', 'damp', 'major', 'programm', 'could', 'got', 'mean', 'watch', 'spanish', 'camp', 'howev', 'pitt', 'club', 'also', 'motorhom', 'sad', 'campbel', 'sinc', 'total', 'contain', 'dara', 'look', 'life', 'lee', 'coldplay', 'trust', 'rang', 'day', 'alway', 'spend', 'qi', 'style', 'take', 'fall', 'europ', 'see', 'although', 'skylin', 'abba', 'real', 'campervan', 'favourit', 'think', 'led', 'stuff', 'romant', 'visit', 'live', 'amateur', 'anyon', 'fanci', 'evan', 'music', 'either', 'carr', 'main', 'stranger', 'downfal', 'small', 'ricki', 'tv', 'laurel', 'along', 'obriain', 'green', 'around', 'jimmi', 'histor', 'tea', 'connolli', 'ever', 'rich', 'etc', 'mug', 'let', 'lotteri', 'chang', 'listen', 'french', 'nice', 'walk', 'red', 'goodlook', 'comedian', 'someon', 'state', 'time', 'mani', 'civil', 'caravan', 'tast', 'move', 'nation', 'say', 'hobbi', 'good', 'inform', 'unfortun', 'explor', 'mainli', 'though', 'prefer', 'gervai', 'eclect', 'thing', 'easi', 'rise', 'show', 'harri', 'tri', 'find', 'child', 'big', 'nt', 'approach', 'buy', 'chap', 'short', 'citi', 'dvd', 'sociabl', 'frank', 'countri', 'afterward', 'past', 'new', 'current', 'fact', 'summer', 'beethoven', 'hour', 'would', 'disgust', 'believ', 'part', 'russian', 'coast', 'game', 'film', 'histori', 'astronomi', 'radio', 'lot', 's', 'first', 've', 'win', 'know', 'realli', 'hardi', 'photographi', 'wast', 'blackadd', 'collect', 'easili', 'like', 'usual', 'well', 'never', 'date', 'interest', 'comfort', 'much', 'peopl', 'peter', 'vast', 'categori', 'eddi', 'overlook', 'standup', 'smoker'}"
baly,0.00034651014334049053,5.041800420270288e-05,0.00019846407377159672,,,,,,,,,,,,,,,,,,,
dulcecanela16,0.00034651014334049053,5.041800420270288e-05,0.00019846407377159672,,,,,,,,,,,,,,,,,,,
valentina2016,0.0001347080073534035,0.00026088985627027527,0.0001977989318118394,39160.0,39161.0,39161.0,0.0,36.0,female,"kamyk, poland",white,,divorced,1-2 living with me,christian,straight,female,,31-40,,,
mercedes56,0.00024360654891356973,0.00015138620376034932,0.00019749637633695953,29486.0,29486.0,29486.0,0.0,63.0,female,"cali, valle del cauca, colombia",hispanic,oficios varios,single,1-2 living with me,christian,straight,female,,61-70,,,
smithfield,7.60010036905481e-05,0.0003188375791113098,0.00019741929140092894,,,,,,,,,,,,,,,,,,,
alej,0.00021676932635836404,0.00017762524026426957,0.00019719728331131682,32061.0,32061.0,32061.0,0.0,50.0,female,"provincia de alajuela, costa rica",hispanic,turismo,separated,1-2 living with me,christian,straight,female,,51-60,,,
hupe,0.00015445223153915812,0.00023912490256841395,0.00019678856705378602,7290.0,7290.0,7290.0,0.0,76.0,male,"reno, nv, usa",white,retired college administrator,single,no children,jewish,straight,male,"6'2"" blue eyes 200 lbs goes to anytime fitness ivy league graduate lhad catholic gf for 15 yers but she got dementia so i learned how to be alone",71-80,"{'lbs', '2', 'ivy', 'eyes', 'graduate', 'anytime', '15', 'catholic', '6', 'fitness', 'gf', 'blue', 'lhad', 'got', 'learned', 'alone', 'dementia', 'yers', 'league', '200', 'goes'}",6 2 blue eye 200 lb goe anytim fit ivi leagu graduat lhad cathol gf 15 yer got dementia learn alon,"{'leagu', 'cathol', '2', 'learn', 'ivi', 'alon', '15', 'lb', '6', 'yer', 'eye', 'anytim', 'blue', 'gf', 'lhad', 'got', 'dementia', 'graduat', 'goe', 'fit', '200'}"
