username,trust_score_pcc,trust_score_pr,trust_score,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,scam,age,gender,location,ethnicity,occupation,marital_status,children,religion,sexual_orientation,sex,description,age_bin,description_set,description_stem,description_stem_set
nrg4life,0.0007042377676814259,0.0009039832544605196,0.0008041105110709728,3591.0,3591.0,3591.0,0.0,70.0,male,"berwick vic 3806, australia",white,quality management/consultant,divorced,1-2 living elsewhere,spiritual,straight,male,"welcome!
i think i am a reasonable communicator (both talking & listening), with varied interests including gardening, fitness, food, music & life! i have a great soh. (that in itself might be enough for you to want to contact me!!).
i like playing the piano (including duets) & singing (for fun), but i am fairly average at each - so if you're looking for billy joel you're in the wrong place!!
i love watching most types of movies & documentaries. moving movies move me - i do shed tears in such situations (i try to keep outright sobbing to a minimum though!!). rarely watch tv.
i also like the challenge of personal development (physically, mentally & spiritually), always learning, bushwalking, camping, listening to musical & educational cds, activities that stimulate the mind (not into trivia!!), even the odd practical joke!
tend to be practical rather than stylish. not a fashion aficionado.
i love reading - i'm a bit of a bookshop browser. some of the best books i've read have serendipitously jumped out at me from bookshop & library shelves!
travelled some & would love to travel more - prefer more out-of-the-way places than mainstream, but love either.
i'm divorced & have two daughters who i love very much. they are still a big part of my life & i relish the interactions we have! life certainly is great! but there is more to my life.
as i said - always learning!
i still work part-time - because i love it. spent my life learning - it's good to give some back.
not here because i'm lonely - au contraire! to inspire, & be inspired! - & find a partner & friend in the process - to expand my view of the world - and/or yours!!
if you've read this far - thank you. why not drop me a line? i don't bite - much. & we might just form a great friendship- or maybe more!!
i wish you well.",71-80,"{'watching', 'maybe', 'bit', 'mind', 'great', 'travel', 'aficionado', 'love', 'challenge', 'fashion', 'even', 'fun', 'physically', 'books', 'communicator', 'serendipitously', 'place', 'mentally', 'want', 'divorced', 'm', 'playing', 'tend', 'tears', 'form', 'interactions', 'bite', 'keep', 'spiritually', 'watch', 'also', 'welcome', 'situations', 'practical', 'learning', 'parttime', 're', 'contact', 'enough', 'development', 'always', 'shed', 'life', 'work', 'reading', 'places', 'process', 'thank', 'average', 'might', 'looking', 'daughters', 'wish', 'cds', 'reasonable', 'odd', 'andor', 'think', 'bushwalking', 'two', 'fitness', 'partner', 'music', 'stimulate', 'either', 'spent', 'varied', 'back', 'tv', 'trivia', 'interests', 'inspired', 'expand', 'far', 'movies', 'including', 'best', 'personal', 'outoftheway', 'library', 'soh', 'rather', 'line', 'mainstream', 'fairly', 'singing', 'rarely', 'move', 'browser', 'good', 'food', 'certainly', 'give', 'though', 'talking', 'prefer', 'travelled', 'piano', 'listening', 'try', 'find', 'big', 'relish', 'nt', 'documentaries', 'said', 'educational', 'friend', 'stylish', 'types', 'would', 'moving', 'part', 'jumped', 'wrong', 'joke', 'outright', 's', 'activities', 've', 'au', 'billy', 'joel', 'sobbing', 'contraire', 'like', 'well', 'friendship', 'still', 'inspire', 'lonely', 'read', 'gardening', 'drop', 'view', 'much', 'camping', 'minimum', 'shelves', 'musical', 'world', 'bookshop', 'duets'}",welcom think reason commun talk listen vari interest includ garden fit food music life great soh might enough want contact like play piano includ duet sing fun fairli averag re look billi joel re wrong place love watch type movi documentari move movi move shed tear situat tri keep outright sob minimum though rare watch tv also like challeng person develop physic mental spiritu alway learn bushwalk camp listen music educ cd activ stimul mind trivia even odd practic joke tend practic rather stylish fashion aficionado love read m bit bookshop browser best book ve read serendipit jump bookshop librari shelv travel would love travel prefer outoftheway place mainstream love either m divorc two daughter love much still big part life relish interact life certainli great life said alway learn still work parttim love spent life learn s good give back m lone au contrair inspir inspir find partner friend process expand view world andor ve read far thank drop line nt bite much might form great friendship mayb wish well,"{'rare', 'sing', 'talk', 'bit', 'mind', 'great', 'cd', 'spiritu', 'travel', 'aficionado', 'love', 'learn', 'fashion', 'even', 'fun', 'place', 'want', 'inspir', 'parttim', 'm', 'certainli', 'commun', 'billi', 'person', 'tend', 'form', 'lone', 'librari', 'vari', 'keep', 'bite', 'watch', 'camp', 'garden', 'fairli', 'also', 'practic', 'physic', 're', 'contact', 'enough', 'shed', 'life', 'look', 'work', 'shelv', 'reason', 'alway', 'process', 'thank', 'might', 'wish', 'odd', 'andor', 'think', 'two', 'welcom', 'partner', 'music', 'either', 'spent', 'back', 'tv', 'activ', 'trivia', 'documentari', 'type', 'expand', 'far', 'play', 'interact', 'stimul', 'best', 'listen', 'outoftheway', 'soh', 'rather', 'line', 'mainstream', 'browser', 'move', 'daughter', 'good', 'food', 'give', 'though', 'prefer', 'piano', 'averag', 'situat', 'tri', 'find', 'includ', 'big', 'relish', 'nt', 'educ', 'mayb', 'said', 'fit', 'friend', 'stylish', 'jump', 'would', 'contrair', 'mental', 'part', 'challeng', 'wrong', 'movi', 'joke', 'outright', 'duet', 'develop', 's', 'divorc', 'tear', 've', 'sob', 'au', 'joel', 'like', 'well', 'friendship', 'still', 'read', 'serendipit', 'interest', 'drop', 'bushwalk', 'view', 'much', 'minimum', 'book', 'world', 'bookshop'}"
motagua,0.00035679793722423773,0.0012263318349636006,0.0007915648860939192,14975.0,14975.0,14975.0,0.0,46.0,male,"trenton, nj, usa",hispanic,teacher,divorced,1-2 living elsewhere,christian,straight,male,,41-50,,,
ery0182,0.0007501780276568651,0.0008230865000470911,0.000786632263851978,16239.0,16239.0,16239.0,0.0,41.0,female,"san pedro sula, honduras",white,ventas ropa,single,1-2 living with me,other,straight,female,,41-50,,,
heverthgut,0.000552002338192314,0.0010051898451393293,0.0007785960916658216,34435.0,34436.0,34436.0,0.0,54.0,male,"bogota, bogota, colombia",hispanic,operario independiente..(pastor cristiano),single,1-2 living with me,christian,straight,male,,51-60,,,
anav23,0.0008859148074531428,0.0006672566458448163,0.0007765857266489795,25429.0,25429.0,25429.0,0.0,53.0,female,"ogden, ut, usa",hispanic,,single,no children,spiritual,straight,female,,51-60,,,
fernanda86,0.0006958189558542631,0.0008515213257559778,0.0007736701408051204,15686.0,15686.0,15686.0,0.0,37.0,female,"anzoategui, venezuela",hispanic,tecnico dental,single,want children,christian,straight,female,,31-40,,,
jorge1972,0.0006616139887733098,0.0008560042765484076,0.0007588091326608587,7607.0,7607.0,7607.0,0.0,51.0,male,"otavalo, ecuador",hispanic,comericiante,single,no children,christian,straight,male,,51-60,,,
cameronm,0.0009226921188439573,0.0005938442138241146,0.0007582681663340359,3597.0,3597.0,3597.0,0.0,63.0,male,"new plymouth, new zealand",white,retired ict worker,divorced,1-2 living elsewhere,other,straight,male,"hello i am here looking for that special person that enjoys being one wit nature, who is independent with the fair and artist point of view. i enjoy surf casting, cooking movies, music and a quiet night in by a open fire. 
my personal belief is in gaia ( mother nature). trees standing tall in an open area of the woods shall beacon me to si at it's trunk and meditate, i am open to everyone like a book my cover doesn't say much but when you ask a question i shall answer it with the truth. blessed be",61-70,"{'hello', 'personal', 'answer', 'trunk', 'tall', 'cover', 'si', 'area', 'woods', 'trees', 'belief', 'looking', 'one', 'fair', 'point', 'say', 'truth', 'casting', 'quiet', 'wit', 'enjoy', 'nature', 's', 'blessed', 'shall', 'open', 'person', 'music', 'standing', 'beacon', 'ask', 'like', 'night', 'question', 'gaia', 'artist', 'meditate', 'everyone', 'nt', 'view', 'cooking', 'much', 'book', 'special', 'surf', 'fire', 'enjoys', 'movies', 'mother', 'independent'}",hello look special person enjoy one wit natur independ fair artist point view enjoy surf cast cook movi music quiet night open fire person belief gaia mother natur tree stand tall open area wood shall beacon si s trunk medit open everyon like book cover nt say much ask question shall answer truth bless,"{'everyon', 'wood', 'hello', 'answer', 'cook', 'look', 'trunk', 'tall', 'cover', 'tree', 'si', 'area', 'natur', 'medit', 'belief', 'one', 'fair', 'point', 'say', 'movi', 'truth', 'quiet', 'wit', 'enjoy', 's', 'stand', 'shall', 'open', 'bless', 'person', 'music', 'beacon', 'ask', 'like', 'night', 'independ', 'cast', 'question', 'gaia', 'artist', 'nt', 'view', 'much', 'book', 'special', 'surf', 'mother', 'fire'}"
merlies,0.0010769836889512187,0.00043078331250792027,0.0007538835007295695,23952.0,23952.0,23952.0,0.0,44.0,female,"malaybalay city, bukidnon, philippines",asian,,single,no children,christian,straight,female,i am simple and sweet woman that never been married and looking for my special someone to live with forever . build a family that christ is the center .,41-50,"{'never', 'build', 'christ', 'live', 'sweet', 'looking', 'married', 'someone', 'forever', 'family', 'special', 'simple', 'woman', 'center'}",simpl sweet woman never marri look special someon live forev build famili christ center,"{'never', 'marri', 'famili', 'live', 'christ', 'sweet', 'look', 'simpl', 'forev', 'special', 'someon', 'build', 'woman', 'center'}"
anielka1,0.0010419839920355037,0.00045866280198618117,0.0007503233970108424,23199.0,23199.0,23199.0,0.0,42.0,female,"miami, florida, ee. uu.",hispanic,abogada,divorced,1-2 living with me,christian,straight,female,,41-50,,,
enribon,0.0007019307083606437,0.0007676767507161536,0.0007348037295383987,24052.0,24052.0,24052.0,0.0,60.0,male,"24030 milan, italy",white,researcher,separated,1-2 living elsewhere,christian,straight,male,,61-70,,,
adille,0.0006380435040280383,0.0008038535846260956,0.0007209485443270669,4637.0,4637.0,4637.0,0.0,58.0,female,"manila, metro manila, philippines",asian,self-employed,single,no children,christian,straight,female,,51-60,,,
talihana,0.0009876294079883116,0.00043636772222825583,0.0007119985651082837,13974.0,13974.0,13974.0,0.0,32.0,female,"medellin, antioquia, colombia",white,manicurista,single,1-2 living with me,christian,straight,female,,31-40,,,
noreste24,0.0007698947870332982,0.0006351607697411427,0.0007025277783872204,45907.0,45908.0,45908.0,0.0,36.0,male,"new britain, connecticut, ee. uu.",hispanic,machines,single,1-2 living elsewhere,other,straight,male,,31-40,,,
mariapinto,0.0009994101629735902,0.00039468633312675485,0.0006970482480501725,19179.0,19179.0,19179.0,0.0,55.0,female,"barreiro, portugal",white,plastic artist,separated,want children,christian,straight,female,,51-60,,,
yaniuska,0.0008030218437200895,0.0005632008407788166,0.0006831113422494531,8901.0,8901.0,8901.0,0.0,38.0,female,"guantanamo, cuba",mixed,secretaria,single,no children,other,straight,female,,31-40,,,
sabertooth,0.0005390478553467384,0.0008253989755470805,0.0006822234154469094,4327.0,4327.0,4327.0,0.0,60.0,male,"new port richey, fl, usa",white,technico,single,no children,christian,straight,male,,61-70,,,
jose260559,0.00048610697499824483,0.0008773370190320861,0.0006817219970151655,60.0,60.0,60.0,0.0,64.0,male,"lima, peru",hispanic,ingeniero electricista,single,1-2 living elsewhere,christian,straight,male,,61-70,,,
michael,0.000657853521450461,0.0006962211840684954,0.0006770373527594782,54560.0,54583.0,1100.0,1.0,36.0,male,"new york, united states",white,marketing manager,single,,,,male,"my name is michael and i am looking for young beautiful woman for serious relationship. i am very nice, positive and honest person. my profession is nutritionist. in my free time i love to travel and go to shopping.
",31-40,"{'nice', 'profession', 'free', 'travel', 'love', 'time', 'woman', 'looking', 'relationship', 'young', 'serious', 'shopping', 'person', 'name', 'positive', 'go', 'michael', 'nutritionist', 'beautiful', 'honest'}",name michael look young beauti woman seriou relationship nice posit honest person profess nutritionist free time love travel go shop,"{'nice', 'posit', 'look', 'seriou', 'free', 'travel', 'time', 'love', 'woman', 'relationship', 'profess', 'young', 'person', 'name', 'beauti', 'shop', 'go', 'michael', 'nutritionist', 'honest'}"
srjh1204,0.0004222785566613091,0.0009240065435627642,0.0006731425501120367,7879.0,7879.0,7879.0,0.0,58.0,male,"caracas, distrito capital, venezuela",mixed,administrador de empresas hoteleras y turisticas,single,want children,christian,straight,male,,51-60,,,
aldi,0.0006361677562452368,0.000708301268130124,0.0006722345121876804,28042.0,28042.0,28042.0,0.0,73.0,male,"majorca, balearic islands, spain",white,self-employed,divorced,1-2 living elsewhere,spiritual,straight,male,,71-80,,,
user_61231,0.0012465433074096545,8.348161179720369e-05,0.0006650124596034291,31723.0,31723.0,31723.0,0.0,55.0,female,"stockholm, sweden",white,it manager,separated,1-2 living with me,christian,straight,female,active and warm woman looking for a gentleman and as i like do sports like skiing snorkling running and mtb you better keep up,51-60,"{'looking', 'gentleman', 'sports', 'running', 'mtb', 'better', 'active', 'warm', 'like', 'skiing', 'keep', 'woman', 'snorkling'}",activ warm woman look gentleman like sport like ski snorkl run mtb better keep,"{'sport', 'snorkl', 'run', 'activ', 'gentleman', 'mtb', 'look', 'better', 'warm', 'like', 'ski', 'woman', 'keep'}"
brunela,0.0012465433074096545,8.348161179720369e-05,0.0006650124596034291,31591.0,31591.0,31591.0,0.0,53.0,female,"chacabuco, distrito de lima 15087, peru",white,administradora de empresas,single,want children,christian,straight,female,,51-60,,,
anniel,0.0012465433074096545,8.348161179720369e-05,0.0006650124596034291,30675.0,30675.0,30675.0,0.0,34.0,female,"kuala lumpur, federal territory of kuala lumpur, malaysia",asian,,single,1-2 living with me,christian,straight,female,,31-40,,,
glof,0.0011561904851181142,0.00016693162653423448,0.0006615610558261744,145.0,145.0,145.0,0.0,39.0,male,"athens, greece",white,lawyer,single,no children,christian,straight,male,,31-40,,,
mike65,0.0006464932231960215,0.0006743528226018343,0.0006604230228989279,31102.0,31102.0,31102.0,0.0,57.0,male,"baton rouge, la, usa",hispanic,,separated,no children,other,straight,male,,51-60,,,
angel401,0.0009354085952886449,0.00038308538232502816,0.0006592469888068365,19917.0,19917.0,19917.0,0.0,45.0,female,"cavite, philippines",asian,,single,more than 2 living with me,christian,straight,female,,41-50,,,
lupita2016,0.0005523134745242374,0.0007558758782768232,0.0006540946764005302,30832.0,30832.0,30832.0,0.0,30.0,female,"chinchina, chinchina, caldas, colombia",hispanic,estudiante,single,no children,other,straight,female,,31-40,,,
zeny,0.001094643839276949,0.0002018331677318798,0.0006482385035044144,21002.0,21002.0,21002.0,0.0,52.0,female,"yishun, singapore",asian,technical support,divorced,don't want children,other,straight,female,,51-60,,,
